Entity,Relation,Value
canines,generalizations,mammal
smartphone,generalizations,product
phone_device,generalizations,tableitem
russia,generalizations,country
serie_a_,generalizations,sportsleague
n1930___1938,generalizations,year
sr_director_of_marketing,generalizations,jobposition
tamil_movie,generalizations,movie
n2006_01_28,generalizations,date
n99_bridge_street,generalizations,street
wyoming_news,generalizations,blog
dog_buns,generalizations,visualizableobject
july_2003_meeting,generalizations,musicfestival
long_bows,generalizations,weapon
krdo_tv,generalizations,televisionstation
cum,generalizations,visualizablething
fridman_s_dottyback,generalizations,fish
arm_wrestling,generalizations,hobby
arm_wrestling,generalizations,sport
coffee,generalizations,beverage
coffee,generalizations,beverage
hurricane_waves,generalizations,weatherphenomenon
hurricane_waves,generalizations,weatherphenomenon
creamy_caramel_nest_egg,generalizations,candy
british_airways_flights,generalizations,transportation
republican_youth_organisation,generalizations,politicalparty
orca,generalizations,mammal
alexander_city_jazz_festival,generalizations,musicfestival
church_of_god_inc,generalizations,religion
thai_nooodle_sauce,generalizations,condiment
american_psycho,generalizations,book
san_feliu_de_guixols,generalizations,city
mercer_county_prosecutor,generalizations,politicaloffice
ph_d__candidates,generalizations,victim
w41bq,generalizations,televisionstation
successful_seven_cards,generalizations,officeitem
scientific_studies,generalizations,researchproject
anderson_university,generalizations,school
uw_whitewater_warhawks,generalizations,sportsteam
bodrum_milas_airport,generalizations,port
always_crashing_in_the_same_car,generalizations,musicalbum
ancient_books,generalizations,mediatype
baked_macaroni,generalizations,food
caspian_sea_basin,generalizations,lake
potato,generalizations,vegetable
potato,generalizations,agriculturalproduct
sapori_cake_recipe_greek_stewed_lamb_recipe,generalizations,recipe
java_language,generalizations,programminglanguage
fifa_2005,generalizations,videogame
constantin_brancusi,generalizations,visualartist
antonio_gaudi,generalizations,visualartist
alexander_i__rudnicky,generalizations,mlauthor
lionel_abelanski,generalizations,person
i_cant_stop_thinking_about_her,generalizations,cognitiveactions
center_or_guard,generalizations,sportsteamposition
acacia_mearnsii,generalizations,plant
kindness,generalizations,charactertrait
william_browne,generalizations,personeurope
chrysler_stratus_lx,generalizations,vehicle
haines_road,generalizations,street
abortion_rights,generalizations,politicsissue
vegetables_topped_with_mashed_potato_s,generalizations,food
mount_hood,generalizations,mountainrange
seven_years,generalizations,militaryconflict
dark_slate_grey,generalizations,color
twin_bedroom,generalizations,room
civil_war_books,generalizations,mediatype
pumpkin_scones,generalizations,bakedgood
n1950_formula_one_season,generalizations,sportsevent
early_growth_stages,generalizations,nondiseasecondition
lacrimal,generalizations,bone
chill_programming_language,generalizations,programminglanguage
sea_otter,generalizations,animal
iron_sulfur_cluster,generalizations,buildingmaterial
kimberly_rock_monitor,generalizations,reptile
axillary_motor_nerve_to_the_deltoid_muscle,generalizations,nerve
squirt,generalizations,visualizablething
my_childs_lymph_nodes,generalizations,lymphnode
chocolate_chip_waffles,generalizations,bakedgood
gasolene,generalizations,refineryproduct
education_placements,generalizations,politicsissue
youth_pastor,generalizations,jobposition
location_data,generalizations,scientificterm
new_jersey_transit_corporation,generalizations,transportation
bobby_petrino,generalizations,athlete
red_wolves,generalizations,vertebrate
imitation_paintings,generalizations,visualartform
progress_party_of_equatorial_guinea,generalizations,politicalparty
kindred_hospital_tarrant_cnty,generalizations,hospital
psa_blood_test,generalizations,medicalprocedure
n2004_01_04,generalizations,date
radio_italiana_on_line,generalizations,bedroomitem
n3_bromo_3_methylpentane,generalizations,chemical
makeshift_desk,generalizations,flooritem
three_undergraduate_students,generalizations,victim
kwoiek_lake,generalizations,lake
praha_zoo,generalizations,zoo
custard_tarts,generalizations,bakedgood
custard_tarts,generalizations,bakedgood
louis_armstrong_new_orleans_international_airport,generalizations,port
gas_substitutes,generalizations,weapon
n1965_indo_pakistan_war,generalizations,militaryconflict
grilled_chicken_dinner,generalizations,meat
scale_financing,generalizations,invertebrate
western_hotel_tria,generalizations,hotel
n2004_05_13,generalizations,date
scrub_dresses,generalizations,clothing
king_kamehameha__s_kona_beach_hotel,generalizations,hotel
wine_vinagrette,generalizations,food
service_management,generalizations,politicsissue
gourmet_coffee,generalizations,agriculturalproduct
gourmet_coffee,generalizations,agriculturalproduct
louisville_slugger_field,generalizations,stadiumoreventvenue
minute_engineering,generalizations,visualartform
wood_toilet_seat,generalizations,bathroomitem
humulin_r_injection,generalizations,drug
inap__prehensiveness,generalizations,charactertrait
coca_cola_barbecue_sauce___2,generalizations,condiment
tina_yothers,generalizations,celebrity
n1931_1992,generalizations,year
movies_the_matrix,generalizations,movie
krissa,generalizations,city
interview_with_the_vampire_by_anne_rice,generalizations,book
impalas,generalizations,animal
exercise_induced_anaphylaxis,generalizations,physiologicalcondition
n1_cup_pasta,generalizations,kitchenitem
bird_on_a_wire,generalizations,movie
arizona_state_route_347,generalizations,highway
weather_this_winter,generalizations,weatherphenomenon
australian_government,generalizations,politicalparty
the_love_bug,generalizations,movie
community_nursing,generalizations,academicfield
republican_majorities,generalizations,politicalparty
cookie_dough_bites_cookies_n_cream,generalizations,candy
wupa_tv,generalizations,televisionstation
maize,generalizations,grain
additional_count,generalizations,crimeorcharge
chrysanthemum_pu_erh_tea,generalizations,beverage
specialty_clock,generalizations,wallitem
tulelake_farm_advisor,generalizations,farm
central_carolina_community_college_sanford,generalizations,university
n1_8_p_m_,generalizations,time
immigration_success,generalizations,eventoutcome
they_sail_d_away,generalizations,musicsong
sphingomonas_sp__lb126,generalizations,bacteria
sphingomonas_sp__lb126,generalizations,bacteria
hoffman_laroche,generalizations,biotechcompany
matte_paintings,generalizations,visualartform
steam_pipe_fittings,generalizations,buildingmaterial
n2006_09_10,generalizations,date
representative_tom_graves,generalizations,politician
developmental_students,generalizations,victim
morristown_commuter_bus,generalizations,transportation
morristown_commuter_bus,generalizations,transportation
n3_1_home_loss,generalizations,eventoutcome
n2006_11_12,generalizations,date
n2007_ford_mustang_convertable,generalizations,vehicle
audible_sound,generalizations,perceptionevent
porsche_942,generalizations,automobilemodel
mike_babcock,generalizations,coach
stainless_steel_trash_bin,generalizations,flooritem
powerade_fruit_punch,generalizations,beverage
beautiful_noosa_river,generalizations,river
agora_festival,generalizations,musicfestival
faecal_occult_blood_test,generalizations,medicalprocedure
come_along_and_ride_this_train,generalizations,musicsong
feb_6,generalizations,date
n2012_presidential_preference_primary_election,generalizations,election
guest_students,generalizations,victim
hearst_castle,generalizations,attraction
zhao_liang,generalizations,personasia
basal_ganglia_circuit,generalizations,braintissue
freelance_travel_writer,generalizations,jobposition
nerves_cells,generalizations,celltype
progressive_rock_mexico,generalizations,musicgenre
cinema_of_indonesia,generalizations,filmfestival
product_table,generalizations,flooritem
cleidocranial_dysplasia_recessive_form,generalizations,physiologicalcondition
norditropin,generalizations,chemical
drawings_engineering,generalizations,visualartform
remodeled_bathrooms,generalizations,room
kiri,generalizations,geopoliticallocation
chocolate_donuts,generalizations,bakedgood
n1999_dodge_truck_caravan_mini,generalizations,vehicle
gut_renovation,generalizations,medicalprocedure
garage_doors___wood,generalizations,buildingfeature
omul,generalizations,vertebrate
aleutian_campaign,generalizations,militaryconflict
tile_shower_pan,generalizations,bathroomitem
stability_balls,generalizations,sportsequipment
black_dog,generalizations,mammal
regional_parts_of_the_hemisphere_lobules,generalizations,braintissue
folk_rock_duo,generalizations,musicgenre
st___maurice_river,generalizations,river
n20794_city_hereford,generalizations,geopoliticalorganization
ride_like_lightning,generalizations,musicalbum
transnational_organised_crime,generalizations,crimeorcharge
main_entry_doors,generalizations,buildingfeature
club_chairs_french,generalizations,furniture
redwall,generalizations,book
brian_jacques,generalizations,writer
brian_jacques,generalizations,personeurope
a_primate_s_memoir,generalizations,book
guest_conductor,generalizations,jobposition
africa_history,generalizations,academicfield
africa_history,generalizations,academicfield
leave_it_to_cleavage,generalizations,book
aeronautical_engineer,generalizations,jobposition
bath_floors,generalizations,buildingfeature
armenian_language_history_and_culture,generalizations,academicfield
arkansas_zoo,generalizations,zoo
juan_carlos_ortiz_crystal_cathedral,generalizations,placeofworship
liquidity_crisis,generalizations,event
n1850_1924,generalizations,year
adventure_skiing,generalizations,hobby
original_chinese,generalizations,language
three_mistakes,generalizations,crimeorcharge
breathing_tubes,generalizations,artery
st_stephen,generalizations,male
cached_value,generalizations,cheese
pennsylvania_route_61,generalizations,highway
office_papers,generalizations,officeitem
arizona_ice_tea,generalizations,beverage
domino_s_pizza,generalizations,restaurant
reagan_international_airport,generalizations,airport
healthy_fries,generalizations,food
san_francisco_examiner,generalizations,politicsblog
basilisks,generalizations,animal
primate_evolutionary_ecology_and_behavior,generalizations,academicfield
samsung_slash_m310,generalizations,product
n1872_1926,generalizations,year
townsend_s_fangblenny,generalizations,fish
american_university,generalizations,university
striated_bulbul_or_striped_bulbul,generalizations,bird
thin_nerve_fibers,generalizations,nerve
substantia_nigra_cells,generalizations,braintissue
saugeye,generalizations,fish
brian_schmidt,generalizations,ceo
nut_butter_bread,generalizations,bakedgood
free_range_chicken,generalizations,meat
ballistic_missile,generalizations,weapon
